unit,uqs
101,0.4564958578561086
102,0.27417692534602817
103,0.3837407526837042
104,0.3108298759756768
105,0.37909070625662955
106,0.4736664298143016
107,0.34745470003793205
108,0.4465437489153062
109,0.5196923646575303
110,0.3829480519317066
