unit,uqs
101,0.3682597887308596
102,0.2815040509901263
103,0.13829249831893964
104,0.17809216527044408
105,0.40567083115954133
106,0.21684882465688526
107,0.3021004986255134
108,0.3988812496649893
109,0.5463427936352588
110,0.34058274368184527
