unit,uqs
101,0.5062788606755295
102,0.30460365722904326
103,0.3259612019680333
104,0.42203311735613314
105,0.3135458604829362
106,0.4079210177785186
107,0.3628244509663809
108,0.4816149801643967
109,0.5265179631338452
110,0.4198095189597036
